city,state,region,time,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,source
Sedona,Arizona,West,2023-09-18T09:00:00Z,63.1,63.1,48.04,43.1,0,6,0,0,12.8,9.2,60,1012,10.1,6,0,0,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-18T10:00:00Z,62.7,62.7,47.99,42.7,0,2,0,0,12.3,8.7,60,1013,10.1,5.3,0,0,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-18T11:00:00Z,62.3,62.3,47.93,42.3,0,2,0,0,11.9,8.5,60,1012,10.1,4.7,0,0,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-18T12:00:00Z,62,62,47.88,42,0,2,0,0,11.4,8.1,60,1014,10.1,4,0,0,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-18T13:00:00Z,63.9,63.9,47.52,43.6,0,2,0,0,10.3,7.4,86.7,1015,10.1,4,70,0.3,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-18T14:00:00Z,65.9,65.9,47.5,45.4,0,2,0,0,9.2,6.5,113.3,1015,10.1,4,141,0.5,1,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T15:00:00Z,67.9,67.9,47.16,47,0,2,0,0,8.1,5.8,140,1015,10.1,4,211,0.8,2,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T16:00:00Z,72.6,72.6,40.21,47,0,4,0,0,11.2,8.1,160,1015,10.1,3.7,338,1.2,3,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T17:00:00Z,77.3,77.3,34.39,47,0,4,0,0,14.1,10.5,180,1015,10.1,3.3,465,1.7,5,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T18:00:00Z,81.9,80.4,29.5,47,0,4,0,0,17.2,12.8,200,1014,10.1,3,592,2.1,6,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T19:00:00Z,83.6,81.3,25.97,45,0,4,0,0,18.8,13.4,203.3,1014,10.1,3.3,656,2.4,7,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T20:00:00Z,85.4,82.5,22.58,42.9,0,4,0,0,20.4,14.3,206.7,1013,10.1,3.7,720,2.6,7,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T21:00:00Z,87,83.6,19.86,40.9,0,4,0,0,21.9,15,210,1012,10.1,4,784,2.8,8,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T22:00:00Z,85.4,82.3,20.2,40,0,2,0,0,22.4,15.4,213.3,1012,10.1,4.3,687,2.5,7,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-18T23:00:00Z,83.6,81,20.52,38.9,0,2,0,0,22.6,15.7,216.7,1011,10.1,4.7,591,2.1,6,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-19T00:00:00Z,81.9,79.9,20.88,38,0,2,0,0,23,16.1,220,1013,10.1,5,494,1.8,5,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-19T01:00:00Z,76.6,76.6,21.93,34.8,0,2,0,0,17.9,12.3,200,1014,10.1,12.3,348,1.3,3,10,Clear,clear-day,fcst
Sedona,Arizona,West,2023-09-19T02:00:00Z,73.5,73.5,24.64,35.1,0,2,0,0,14.8,10.1,190,1015,10.1,13.7,203,0.7,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-19T03:00:00Z,70.2,70.2,27.89,35.5,0,2,0,0,11.6,8.1,180,1016,10.1,15,57,0.2,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-19T04:00:00Z,69,69,29.12,35.5,0,2,0,0,10.1,7.2,146.7,1016,10.1,15.3,47,0.2,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-19T05:00:00Z,67.7,67.7,30.41,35.5,0,2,0,0,8.7,6.3,113.3,1016,10.1,15.7,38,0.1,0,10,Clear,clear-night,fcst
Sedona,Arizona,West,2023-09-19T06:00:00Z,66.5,66.5,31.76,35.5,0,2,0,0,7.2,5.4,80,1016,10.1,16,28,0.1,0,10,Clear,clear-night,fcst
