city,state,region,time,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,source
Chicago,Illinois,Midwest,2023-09-17T15:00:00Z,65.9,65.9,81.16,60,0.012,52,0,0,15,11.4,360,1015,10.1,70,131,0.5,1,10,"Rain, Partially cloudy",rain,fcst
Chicago,Illinois,Midwest,2023-09-17T16:00:00Z,65.9,65.9,81.16,60,0.02,52,0,0,16.1,12.8,0,1015,10.1,71,250,0.9,3,10,"Rain, Partially cloudy",rain,fcst
Chicago,Illinois,Midwest,2023-09-17T17:00:00Z,65.9,65.9,81.16,60,0.039,52,0,0,18.3,13.9,10,1015,10.1,71,275,1,3,10,"Rain, Partially cloudy",rain,fcst
Chicago,Illinois,Midwest,2023-09-17T18:00:00Z,65.9,65.9,81.16,60,0.169,32,0,0,19.5,15,10,1014,10.1,72,298,1.1,3,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-17T19:00:00Z,65.9,65.9,78.09,58.9,0.012,32,0,0,21.9,17.2,10,1014,10.1,67,381,1.4,4,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-17T20:00:00Z,65.9,65.9,78.09,58.9,0.012,32,0,0,25.3,19.5,10,1015,10.1,61,361,1.3,4,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-17T21:00:00Z,65,65,80.58,58.9,0.051,32,0,0,26.4,20.8,10,1015,10.1,56,292,1.1,3,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-17T22:00:00Z,65,65,80.58,58.9,0,32,0,0,26.4,20.8,10,1015,10.1,55,231,0.8,2,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-17T23:00:00Z,63.9,63.9,83.67,58.9,0,32,0,0,25.3,19.5,10,1016,10.1,54,157,0.6,2,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T00:00:00Z,63.9,63.9,81.02,58,0,6,0,0,24.2,18.3,10,1016,10.1,26,106,0.4,0,10,Partially cloudy,partly-cloudy-night,fcst
Chicago,Illinois,Midwest,2023-09-18T01:00:00Z,63.1,63.1,83.61,58,0,6,0,0,24.2,18.3,10,1016,10.1,21,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst
Chicago,Illinois,Midwest,2023-09-18T02:00:00Z,63.1,63.1,80.43,56.9,0,6,0,0,25.3,18.3,10,1016,10.1,17,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-18T03:00:00Z,63.1,63.1,80.43,56.9,0,6,0,0,25.3,18.3,10,1016,10.1,12,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-18T04:00:00Z,62,62,83.54,56.9,0,6,0,0,25.3,18.3,10,1017,10.1,12,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-18T05:00:00Z,62,62,80.87,56,0,6,0,0,25.3,18.3,10,1017,10.1,11,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-18T06:00:00Z,62,62,80.87,56,0,16,0,0,24.2,18.3,10,1016,10.1,11,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-18T07:00:00Z,61.6,61.6,81.91,56,0,16,0,0,23,17.2,10,1017,10.1,12.3,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-18T08:00:00Z,61.4,61.4,82.43,56,0,16,0,0,21.9,16.1,10,1017,10.1,13.7,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-18T09:00:00Z,61.1,61.1,83.49,56,0,16,0,0,20.8,15,10,1017,10.1,15,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-18T10:00:00Z,60.7,60.7,84.56,56,0,16,0,0,18.1,13.4,120,1017,10.1,21.3,3,0,0,10,Partially cloudy,partly-cloudy-night,fcst
Chicago,Illinois,Midwest,2023-09-18T11:00:00Z,60.3,60.3,85.65,56,0,16,0,0,15.4,11.9,230,1018,10.1,27.7,7,0,0,10,Partially cloudy,partly-cloudy-night,fcst
Chicago,Illinois,Midwest,2023-09-18T12:00:00Z,60,60,86.75,56,0,16,0,0,12.8,10.3,340,1017,10.1,34,10,0,0,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T13:00:00Z,61.2,61.2,82.96,56,0,16,0,0,13.2,10.3,340,1018,10.1,30.3,64,0.2,1,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T14:00:00Z,62.7,62.7,78.85,56,0,16,0,0,13.4,10.3,340,1018,10.1,26.7,118,0.4,1,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T15:00:00Z,63.9,63.9,75.44,56,0,16,0,0,13.9,10.3,340,1019,10.1,23,172,0.6,2,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T16:00:00Z,64.3,64.3,73.53,55.7,0,1,0,0,14.5,10.7,230,1018,10.1,34.3,314,1.1,3,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T17:00:00Z,64.7,64.7,71.67,55.3,0,1,0,0,15.4,11,120,1018,10.1,45.7,455,1.6,5,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T18:00:00Z,65,65,69.85,54.9,0,1,0,0,16.1,11.4,10,1018,10.1,57,597,2.1,6,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T19:00:00Z,65,65,68.94,54.6,0,1,0,0,15.4,11.9,23.3,1018,10.1,41.3,532,1.9,5,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T20:00:00Z,65,65,68.49,54.4,0,1,0,0,14.5,12.3,36.7,1018,10.1,25.7,466,1.7,5,10,Partially cloudy,partly-cloudy-day,fcst
Chicago,Illinois,Midwest,2023-09-18T21:00:00Z,65,65,67.6,54.1,0,1,0,0,13.9,12.8,50,1018,10.1,10,401,1.4,4,10,Clear,clear-day,fcst
Chicago,Illinois,Midwest,2023-09-18T22:00:00Z,64.3,64.3,70.24,54.4,0,0,0,0,13.4,12.3,60,1017,10.1,10,320,1.2,3,10,Clear,clear-day,fcst
Chicago,Illinois,Midwest,2023-09-18T23:00:00Z,63.8,63.8,72.05,54.6,0,0,0,0,13.2,11.9,70,1018,10.1,10,238,0.9,2,10,Clear,clear-day,fcst
Chicago,Illinois,Midwest,2023-09-19T00:00:00Z,63.1,63.1,74.86,54.9,0,0,0,0,12.8,11.4,80,1016,10.1,10,157,0.6,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-19T01:00:00Z,63.2,63.2,75.86,55.5,0,0,0,0,9.2,8.7,90,1017,10.1,15.7,105,0.4,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-19T02:00:00Z,63.1,63.1,76.35,55.5,0,0,0,0,9.2,8.3,100,1017,10.1,13.3,52,0.2,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-19T03:00:00Z,63.1,63.1,76.85,55.7,0,0,0,0,8.9,8.1,110,1017,10.1,11,0,0,0,10,Clear,clear-night,fcst
Chicago,Illinois,Midwest,2023-09-19T04:00:00Z,62.5,62.5,77.81,55.5,0,0,0,0,8.9,8.1,120,1017,10.1,13,0,0,0,10,Clear,clear-night,fcst
