city,state,time,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,source,region
Durham,North Carolina,2023-09-10T08:00:00Z,68.2,68.2,96.6,67.2,0,0,0,0,5.8,0.4,7,1017,7.5,92,0,0,0,10,Overcast,cloudy,obs,East
Durham,North Carolina,2023-09-10T09:00:00Z,68.2,68.2,97.16,67.4,0.005,100,0,0,5.8,0.4,5,1016.7,8.4,92,0,0,0,10,"Rain, Overcast",rain,obs,East
Durham,North Carolina,2023-09-10T10:00:00Z,69,69,94.53,67.4,0,0,0,0,6.9,2.8,54,1016.7,2.3,100,0,0,0,10,Overcast,cloudy,obs,East
Durham,North Carolina,2023-09-10T11:00:00Z,69,69,97.91,68.4,0.012,100,0,0,6.9,0.6,0,1017.2,0.6,100,0,0,0,10,"Rain, Overcast",rain,obs,East
Durham,North Carolina,2023-09-10T12:00:00Z,69.8,69.8,97.46,69.1,0.003,100,0,0,5.8,2.2,46,1017.4,0.6,100,26,0.1,0,10,"Rain, Overcast",rain,obs,East
Durham,North Carolina,2023-09-10T13:00:00Z,70.7,70.7,97.93,70.1,0.005,100,0,0,4.7,0.4,7,1017.6,1.8,100,60,0.2,1,10,"Rain, Overcast",rain,obs,East
Durham,North Carolina,2023-09-10T14:00:00Z,71.8,71.8,95.19,70.4,0.001,100,0,0,3.4,3,74,1018.1,1.5,100,95,0.3,1,10,"Rain, Overcast",rain,obs,East
Durham,North Carolina,2023-09-10T15:00:00Z,75.1,75.1,90.62,72.2,0,0,0,0,3.4,3,0,1018.3,9.3,90.4,303,1.1,3,10,Overcast,cloudy,obs,East
Durham,North Carolina,2023-09-10T16:00:00Z,75.6,75.6,82.36,69.8,0,0,0,0,3.4,4.3,12,1018.2,9.9,90.2,729,2.6,7,30,Overcast,cloudy,obs,East
Durham,North Carolina,2023-09-10T17:00:00Z,81.2,84.8,68.57,69.9,0,0,0,0,4.7,3.9,219,1017.3,9.9,75.2,912,3.3,9,30,Partially cloudy,partly-cloudy-day,obs,East
Durham,North Carolina,2023-09-10T18:00:00Z,83.1,87.2,64.36,69.9,0,0,0,0,6.9,6,226,1016.8,9.6,66.8,913,3.3,9,30,Partially cloudy,partly-cloudy-day,obs,East
Durham,North Carolina,2023-09-10T19:00:00Z,84.1,87.7,60.22,68.8,0,0,0,0,6.9,6.1,268,1016.1,9.4,81.8,564,2,6,30,Partially cloudy,partly-cloudy-day,obs,East
Durham,North Carolina,2023-09-10T20:00:00Z,85.2,88.9,57.41,68.5,0,0,0,0,6.9,6.6,253,1015.7,9.4,84.1,171,0.6,2,30,Partially cloudy,partly-cloudy-day,obs,East
Durham,North Carolina,2023-09-10T21:00:00Z,81.9,86.8,72.04,72.1,0,20,0,0,6.9,4.7,220,1017,10.1,30,388,1.4,4,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-10T22:00:00Z,81.1,85,71.51,71,0,18,0,0,5.8,3.4,220,1017,10.1,25,222,0.8,2,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-10T23:00:00Z,79.1,79.1,79.14,72.1,0,15,0,0,3.4,2.2,220,1017,10.1,23,75,0.3,1,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T00:00:00Z,76,76,84.42,71,0.071,13,0,0,3.4,1.1,200,1017,10.1,24,33,0.1,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T01:00:00Z,74,74,90.19,71,0,12,0,0,2.2,1.1,260,1017,10.1,30,0,0,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T02:00:00Z,72.9,72.9,93.52,71,0,11,0,0,2.2,1.1,240,1018,10.1,35,0,0,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T03:00:00Z,71,71,96.98,70.1,0,10,0,0,2.2,1.1,240,1017,8,41,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T04:00:00Z,71,71,96.98,70.1,0,9,0,0,2.2,1.1,230,1017,9,39,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T05:00:00Z,70.1,70.1,100,70.1,0,8,0,0,3.4,1.1,240,1017,10.1,41,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T06:00:00Z,70.1,70.1,100,70.1,0,6,0,0,3.4,1.1,260,1018,6,44,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T07:00:00Z,70.1,70.1,96.38,69,0,5,0,0,3.4,1.1,280,1018,1.1,45,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T08:00:00Z,69,69,96.36,67.9,0,4,0,0,3.4,1.1,280,1018,1.1,47,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T09:00:00Z,69,69,96.36,67.9,0,3,0,0,3.4,1.1,280,1018,2.9,49,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T10:00:00Z,69,69,93.42,67,0,3,0,0,3.4,1.1,290,1018,1.1,51,0,0,0,10,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-11T11:00:00Z,69,69,93.42,67,0,2,0,0,3.4,1.1,290,1018,0.5,52,0,0,0,10,Partially cloudy,fog,fcst,East
Durham,North Carolina,2023-09-11T12:00:00Z,69,69,96.36,67.9,0,6,0,0,3.4,1.1,290,1018,2,54,90,0.3,1,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T13:00:00Z,72.9,72.9,87.41,69,0,6,0,0,4.7,2.2,290,1018,6.9,48,300,1.1,3,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T14:00:00Z,76.9,76.9,81.93,71,0,6,0,0,5.8,3.4,280,1018,10.1,42,455,1.6,5,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T15:00:00Z,81.1,85.4,74.18,72.1,0,6,0,0,5.8,3.4,280,1018,10.1,36,535,1.9,5,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T16:00:00Z,83,88.3,69.56,72.1,0,6,0,0,6.9,4.7,270,1018,10.1,39,673,2.4,7,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T17:00:00Z,85,91,65.27,72.1,0,6,0,0,8.1,4.7,250,1018,10.1,43,702,2.5,7,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T18:00:00Z,85.9,91.3,61.14,71,0,12,0,0,8.1,5.8,250,1018,10.1,46,749,2.7,7,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T19:00:00Z,85.9,92.2,63.42,72.1,0,12,0,0,8.1,5.8,240,1018,10.1,44,601,2.2,6,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T20:00:00Z,85.9,92.2,63.42,72.1,0,12,0,0,8.1,5.8,230,1017,10.1,42,467,1.7,5,10,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T21:00:00Z,85.9,92.2,63.42,72.1,0,12,0,0,8.1,5.8,220,1017,10.1,40,317,1.1,3,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T22:00:00Z,83,88.3,69.56,72.1,0,12,0,0,6.9,4.7,210,1016,10.1,36,168,0.6,2,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-11T23:00:00Z,81.1,85.4,74.18,72.1,0,12,0,0,5.8,3.4,180,1017,10.1,33,59,0.2,1,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T00:00:00Z,78,78,82.01,72.1,0,6,0,0,4.7,2.2,170,1017,10.1,29,27,0.1,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T01:00:00Z,76,76,84.42,71,0,6,0,0,4.7,1.1,180,1017,10.1,28,0,0,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T02:00:00Z,74.9,74.9,87.51,71,0,6,0,0,4.7,1.1,200,1017,10.1,27,0,0,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T03:00:00Z,72.9,72.9,93.52,71,0,6,0,0,3.4,1.1,210,1018,10.1,27,0,0,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T04:00:00Z,72.1,72.1,96.41,71,0,6,0,0,3.4,1.1,210,1018,10.1,27,0,0,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T05:00:00Z,71,71,96.98,70.1,0,6,0,0,3.4,1.1,220,1018,10.1,27,0,0,0,8,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T06:00:00Z,70.1,70.1,100,70.1,0,3,0,0,3.4,1.1,220,1017,10.1,27,0,0,0,8,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T07:00:00Z,69.7,69.7,98.78,69.3,0,3,0,0,3.4,1.1,223.3,1017,10.1,30.3,0,0,0,8,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T08:00:00Z,69.3,69.3,97.56,68.6,0,3,0,0,3.4,1.1,226.7,1018,10.1,33.7,0,0,0,8,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T09:00:00Z,69,69,96.36,67.9,0,3,0,0,3.4,1.1,230,1018,10.1,37,0,0,0,8,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T10:00:00Z,69.3,69.3,95.18,67.9,0,10,0,0,3.4,1.1,233.3,1018,8.5,31,28,0.1,0,8,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-12T11:00:00Z,69.7,69.7,94.02,67.9,0,10,0,0,3.4,1.1,236.7,1018,6.7,25,56,0.2,1,15,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T12:00:00Z,70.1,70.1,92.87,67.9,0,10,0,0,3.4,1.1,240,1017,5,19,84,0.3,1,30,Clear,clear-day,fcst,East
Durham,North Carolina,2023-09-12T13:00:00Z,74,74,82.24,68.3,0,10,0,0,4.5,1.8,233.3,1018,6.7,18.3,168,0.6,2,30,Clear,clear-day,fcst,East
Durham,North Carolina,2023-09-12T14:00:00Z,78,78,72.99,68.6,0,10,0,0,5.8,2.7,226.7,1018,8.5,17.7,253,0.9,3,30,Clear,clear-day,fcst,East
Durham,North Carolina,2023-09-12T15:00:00Z,81.9,85.3,64.91,69,0,10,0,0,6.9,3.4,220,1018,10.1,17,337,1.2,3,30,Clear,clear-day,fcst,East
Durham,North Carolina,2023-09-12T16:00:00Z,83.6,87.2,61.6,69,0,19,0,0,7.6,4.3,216.7,1017,10.1,21,388,1.4,4,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T17:00:00Z,85.4,89.3,58.14,69,0,19,0,0,8.5,4.9,213.3,1016,10.1,25,440,1.6,4,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T18:00:00Z,87,91.2,55.21,69,0,19,0,0,9.2,5.8,210,1016,10.1,29,491,1.8,5,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T19:00:00Z,86.6,90.8,55.85,69,0,19,0,0,9.2,5.8,203.3,1015,10.1,30.7,404,1.5,4,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T20:00:00Z,86.3,90.4,56.49,69,0,19,0,0,9.2,5.8,196.7,1015,10.1,32.3,318,1.1,3,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T21:00:00Z,85.9,89.9,57.15,69,0,19,0,0,9.2,5.8,190,1015,10.1,34,231,0.8,2,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T22:00:00Z,82.7,86.3,64.2,69.3,0,23,0,0,9.2,6.3,190,1015,10.1,39.7,195,0.7,2,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-12T23:00:00Z,79.2,79.2,72.66,69.7,0,23,0,0,9.2,6.5,190,1015,10.1,45.3,158,0.6,2,30,Partially cloudy,partly-cloudy-day,fcst,East
Durham,North Carolina,2023-09-13T00:00:00Z,76,76,81.87,70.1,0.012,23,0,0,9.2,6.9,190,1014,10.1,51,122,0.4,0,30,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-13T01:00:00Z,75.5,75.5,87.54,71.5,0,34,0,0,5.6,3.8,213.3,1014,10.1,52,81,0.3,0,8,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-13T02:00:00Z,73.8,73.8,90.73,71,0,34,0,0,5.1,3.4,206.7,1015,10.1,50,41,0.1,0,3,Partially cloudy,partly-cloudy-night,fcst,East
Durham,North Carolina,2023-09-13T03:00:00Z,72.2,72.2,94.08,70.4,0.012,34,0,0,4.5,2.7,200,1015,10.1,48,0,0,0,3,Partially cloudy,partly-cloudy-night,fcst,East
Sedona,Arizona,2023-09-05T07:00:00Z,68.8,68.8,37.58,41.8,0,0,0,0,8.1,1.6,14,1017.3,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-05T08:00:00Z,67.8,67.8,38.83,41.8,0,0,0,0,8.1,0,0,1017.3,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-05T09:00:00Z,64.2,64.2,45.58,42.8,0,0,0,0,6.9,5.8,20,1017.4,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-05T10:00:00Z,64.2,64.2,45.57,42.8,0,0,0,0,8.1,5.8,20,1017.9,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-05T11:00:00Z,62.4,62.4,48.54,42.8,0,0,0,0,9.2,7.4,20,1017.9,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-05T12:00:00Z,62.4,62.4,48.54,42.7,0,0,0,0,9.2,6.9,25,1017.9,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-05T13:00:00Z,61.5,61.5,50.2,42.7,0,0,0,0,8.1,9.1,20,1018.1,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-05T14:00:00Z,63.3,63.3,47.11,42.8,0,0,0,0,6.9,10.7,25,1018.7,9.9,0,10,0,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T15:00:00Z,69.6,69.6,40.58,44.6,0,0,0,0,5.8,6.9,26,1019.4,9.9,0,20,0.1,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T16:00:00Z,75.9,75.9,32.77,44.6,0,0,0,0,6.9,4.7,121,1019.9,9.9,0,370,1.3,4,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T17:00:00Z,80.5,79.2,26.32,42.8,0,0,0,0,19.7,7.5,164,1020.2,9.9,0,660,2.4,7,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T18:00:00Z,84.1,81.4,21.85,40.9,0,0,0,0,17.2,9.5,145,1020.2,9.9,0,802,2.9,8,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T19:00:00Z,84.1,81.4,21.09,40.1,0,0,0,0,17.3,12.8,170,1019.9,9.9,0,877,3.2,9,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T20:00:00Z,84.9,81.9,17.78,36.4,0,0,0,0,17.3,12.8,177,1019.6,9.9,0,892,3.2,9,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T21:00:00Z,88.5,84.7,15.34,35.5,0,0,0,0,20.8,14,141,1019.3,9.9,0,846,3,8,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T22:00:00Z,89.5,85.5,13.87,33.8,0,0,0,0,20.8,12.2,155,1018.6,9.9,0,742,2.7,7,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-05T23:00:00Z,86.8,83.3,14.01,32,0,0,0,0,19.8,12.8,199,1018.6,9.9,0,587,2.1,6,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T00:00:00Z,85.1,81.9,12.82,28.4,0,0,0,0,18.5,10.9,210,1019,9.9,0,399,1.4,4,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T01:00:00Z,81.5,79.3,14.29,28.2,0,0,0,0,16.1,9.8,215,1019.3,9.9,0,45,0.2,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T02:00:00Z,78.7,78.7,18.24,31.9,0,0,0,0,13.9,7.5,215,1019.4,9.9,0,7,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T03:00:00Z,75.9,75.9,20.04,32,0,0,0,0,11.4,0,359,1020.4,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T04:00:00Z,75,75,20.64,32,0,0,0,0,10.3,1.8,211,1021,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T05:00:00Z,72.3,72.3,23.32,32.8,0,0,0,0,8.1,5.7,40,1021,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T06:00:00Z,69.6,69.6,26.61,33.8,0,0,0,0,8.1,9,30,1021,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T07:00:00Z,67.8,67.8,28.3,33.8,0,0,0,0,8.1,12.6,29,1021,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T08:00:00Z,67.8,67.8,28.32,33.8,0,0,0,0,8.1,11.9,20,1020.7,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T09:00:00Z,65.1,65.1,31.04,33.8,0,0,0,0,9.2,12.1,20,1020.3,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T10:00:00Z,64.2,64.2,32.08,33.8,0,0,0,0,9.2,10.2,20,1020.6,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T11:00:00Z,64.2,64.2,32.09,33.8,0,0,0,0,9.2,11.9,24,1020.7,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T12:00:00Z,64.2,64.2,32.11,33.8,0,0,0,0,9.2,12.6,30,1020.7,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T13:00:00Z,64.2,64.2,32.1,33.8,0,0,0,0,8.1,13.2,35,1021,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-06T14:00:00Z,65.1,65.1,32.23,34.7,0,0,0,0,5.8,11,20,1021.7,9.9,0,9,0,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T15:00:00Z,70.5,70.5,28.69,36.5,0,0,0,0,5.8,6.4,29,1022,9.9,0,20,0.1,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T16:00:00Z,76.9,76.9,24.11,37.5,0,0,0,0,8.1,3.4,112,1022.3,9.9,0,366,1.3,4,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T17:00:00Z,81.5,79.5,20.02,36.6,0,0,0,0,20.8,3.2,125,1022.4,9.9,0,655,2.4,7,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T18:00:00Z,86.8,83.5,19.36,40.1,0,0,0,0,19.7,9.7,170,1022.6,9.9,0,781,2.8,8,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T19:00:00Z,87.7,84.1,16.93,37.4,0,0,0,0,21.9,8.2,184,1022.3,9.9,0,820,3,8,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T20:00:00Z,89.6,85.7,16.55,38.3,0,0,0,0,17.3,9.9,172,1021.8,9.9,0,886,3.2,9,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T21:00:00Z,87.7,84.1,16.91,37.3,0,0,0,0,17.3,10.3,200,1021.3,9.9,0,838,3,8,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T22:00:00Z,89.4,85.5,14.98,35.6,0,0,0,0,20.4,10.3,219,1020.6,9.9,0,729,2.6,7,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-06T23:00:00Z,88.7,84.8,14.79,34.7,0,0,0,0,23,9.2,224,1020.3,9.9,0,576,2.1,6,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T00:00:00Z,86.9,83.3,14.57,32.9,0,0,0,0,18.4,8.6,215,1020.1,9.9,0,386,1.4,4,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T01:00:00Z,83.3,80.6,15.74,32,0,0,0,0,16.1,9.2,200,1020.3,9.9,0,43,0.2,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T02:00:00Z,79.6,79.6,19.04,33.8,0,0,0,0,18.3,5.8,191,1020.5,9.9,0,7,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T03:00:00Z,77.8,77.8,20.24,33.8,0,0,0,0,15,2.2,73,1021.3,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T04:00:00Z,76.8,76.8,20.9,33.8,0,0,0,0,9.2,4.6,165,1021.7,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T05:00:00Z,73.2,73.2,24.35,34.6,0,0,0,0,8.1,0.1,357,1021.8,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T06:00:00Z,71.4,71.4,26.89,35.6,0,0,0,0,8.1,6.9,15,1021.8,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T07:00:00Z,68.8,68.8,29.4,35.6,0,0,0,0,8.1,7.3,15,1021.8,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T08:00:00Z,67.7,67.7,30.37,35.5,0,0,0,0,8.1,8,19,1021.6,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T09:00:00Z,67.7,67.7,30.37,35.5,0,0,0,0,8.1,11.3,20,1021.6,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T10:00:00Z,65.9,65.9,30.1,33.7,0,0,0,0,10.3,13.7,19,1021.7,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T11:00:00Z,44.5,44.5,56.06,29.8,0,0,0,0,10.3,0.8,332,1017.2,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T12:00:00Z,64.1,64.1,29.85,31.9,0,0,0,0,10.3,10.2,30,1021.7,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T13:00:00Z,64.1,64.1,29.84,31.9,0,0,0,0,8.1,13.7,30,1022,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-07T14:00:00Z,65.9,65.9,28.03,31.9,0,0,0,0,6.9,12.6,30,1022.4,9.9,0,10,0,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T15:00:00Z,61.4,61.4,42.5,38.4,0,0,0,0,5.8,0,0,1018.6,9.9,0,22,0.1,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T16:00:00Z,76.8,76.8,22.28,35.4,0,0,0,0,6.9,0,359,1023.3,9.9,0,367,1.3,4,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T17:00:00Z,80.5,78.9,19.8,35.5,0,0,0,0,10.3,4.7,131,1024,9.9,0,650,2.3,7,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T18:00:00Z,87.6,84,15.73,35.4,0,0,0,0,19.7,6.9,120,1024,9.9,0,786,2.8,8,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T19:00:00Z,89.4,85.4,12.86,31.8,0,0,0,0,20.9,6.9,200,1023.6,9.9,0,864,3.1,9,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T20:00:00Z,87.6,83.9,12.67,30.1,0,0,0,0,18.3,4.8,190,1022.9,9.9,0,876,3.2,9,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T21:00:00Z,89.4,85.4,12.87,31.9,0,0,0,0,23,7,190,1022.3,9.9,0,820,3,8,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T22:00:00Z,91.2,86.9,12.18,31.9,0,0,0,0,23.8,10.3,151,1021.7,9.9,0,712,2.6,7,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-07T23:00:00Z,91.2,86.9,12.19,31.9,0,0,0,0,16.1,6.9,260,1021.3,9.9,0,560,2,6,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-08T00:00:00Z,91.2,86.9,12.19,31.9,0,0,0,0,21.9,8.1,220,1021,9.9,0,367,1.3,4,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-08T01:00:00Z,87.6,84,14.66,33.7,0,0,0,0,20.8,10.3,190,1021,9.9,0,48,0.2,0,10,Clear,clear-day,obs,West
Sedona,Arizona,2023-09-08T02:00:00Z,84,81.1,15.32,31.9,0,0,0,0,15,9.1,280,1021.7,9.9,0,8,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T03:00:00Z,82.1,79.8,16.28,31.9,0,0,0,0,12.8,6.9,290,1022,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T04:00:00Z,80.3,78.6,17.29,31.9,0,0,0,0,8.1,0,0,1023,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T05:00:00Z,78.5,78.5,18.34,31.9,0,0,0,0,8.1,3.3,232,1023.6,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T06:00:00Z,76.7,76.7,19.45,31.9,0,0,0,0,9.2,6.9,360,1023.6,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T07:00:00Z,73.1,73.1,21.92,31.9,0,0,0,0,9.2,10.2,20,1023.7,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T08:00:00Z,71.3,71.3,23.31,31.9,0,0,0,0,10.3,11.3,29,1024,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T09:00:00Z,71.3,71.3,23.31,31.9,0,0,0,0,12.8,13.7,20,1023.7,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T10:00:00Z,69.5,69.5,24.77,31.9,0,0,0,0,11.4,14.8,30,1023.4,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T11:00:00Z,71.3,71.3,23.32,31.9,0,0,0,0,11.4,14.8,29,1023.4,9.9,0,0,0,0,10,Clear,clear-night,obs,West
Sedona,Arizona,2023-09-08T12:00:00Z,71.3,71.3,23.32,31.9,0,0,0,0,9.2,13.7,20,1023.7,9.9,0.2,0,0,0,10,Clear,clear-night,obs,West
